n_mobile_seen,npart_requested,n_contact_records,n_velocity_contact_records,n_grain_contacts,n_tube_contacts,missing_radius_records,d_force_p10_um_chi0p2,d_force_p50_um_chi0p2,d_force_p90_um_chi0p2,d_force_p99_um_chi0p2,d_velocity_p10_um_chi0p2,d_velocity_p50_um_chi0p2,d_velocity_p90_um_chi0p2,d_velocity_p99_um_chi0p2,force_p10_N,force_p50_N,force_p90_N,force_p99_N,vn_p10_m_s,vn_p50_m_s,vn_p90_m_s,vn_p99_m_s,residence_p10_s,residence_p50_s,residence_p90_s,residence_p99_s,coverage_force_p10,coverage_force_p50,coverage_force_p90,coverage_force_p99,coverage_velocity_p10,coverage_velocity_p50,coverage_velocity_p90,coverage_velocity_p99,total_mobile_mass_seen_kg,tangential_work_proxy_total_J,normal_collision_energy_proxy_total_J,tangential_work_proxy_J_per_kg,normal_collision_energy_proxy_J_per_kg
2.734850000000000000e+05,5.000000000000000000e+05,1.895200000000000000e+04,1.800200000000000000e+04,1.797600000000000000e+04,9.760000000000000000e+02,9.780000000000000000e+02,1.302049771425361699e-02,2.393660445813741711e-02,3.540053047817338233e-02,4.497502440829301978e-02,2.205052175325700192e-02,4.515066730102883924e-02,7.306087149114100232e-02,9.768288894481449991e-02,7.498242000000000367e-06,4.666259999999999603e-05,1.491774000000001211e-04,3.037245900000007945e-04,7.872213752274950099e-03,4.792829679610645377e-02,1.612003530874152601e-01,3.312323136688513636e-01,1.600000000000000033e-02,5.600000000000002198e-02,9.200000000000005396e-02,1.160000000000000753e-01,0.000000000000000000e+00,0.000000000000000000e+00,2.411642181368068358e-06,1.531664059383067017e-05,0.000000000000000000e+00,0.000000000000000000e+00,6.717230104097740585e-06,6.350551478255535124e-05,4.915632332079997689e-04,1.971874077358098584e-04,7.581066583379921430e-08,4.011435241991991862e-01,1.542236292552839102e-04
