# Time-averaged data for fix global_out
# TimeStep v_nmobile v_nbank v_noutlet f_outlet c_sum_contact c_max_contact c_sum_ke c_sum_erot c_bank_contact c_bank_ke c_bank_erot
518000 112754 96658 0 28936 1033 3 1.42239e-05 8.07647e-07 1001 1.10904e-05 7.52203e-07
520000 112343 96598 0 29347 926 3 1.41391e-05 8.01486e-07 889 1.10574e-05 7.4619e-07
522000 111930 96503 0 29760 930 2 1.40609e-05 8.02418e-07 891 1.10176e-05 7.4709e-07
524000 111527 96381 0 30163 1015 2 1.39817e-05 8.00224e-07 970 1.09832e-05 7.4448e-07
526000 111135 96345 0 30555 1025 2 1.39089e-05 7.99265e-07 969 1.09576e-05 7.43753e-07
528000 119552 96321 0 30947 941 2 1.49487e-05 7.9733e-07 911 1.09416e-05 7.41366e-07
530000 119175 96297 0 31324 932 2 1.49069e-05 7.93741e-07 886 1.0931e-05 7.37471e-07
532000 118767 96344 0 31732 910 2 1.48578e-05 7.90997e-07 883 1.09326e-05 7.34554e-07
534000 118344 96402 0 32155 945 2 1.48071e-05 7.90129e-07 903 1.09353e-05 7.33579e-07
536000 117924 96534 0 32575 916 2 1.47581e-05 7.90227e-07 882 1.09514e-05 7.33108e-07
538000 117528 96734 0 32971 884 2 1.47203e-05 7.89659e-07 844 1.09829e-05 7.32779e-07
540000 117124 97137 0 33375 943 2 1.46752e-05 7.90633e-07 905 1.10552e-05 7.33514e-07
542000 116702 97893 0 33797 970 3 1.46208e-05 7.9152e-07 930 1.11939e-05 7.3504e-07
544000 116306 98572 0 34193 978 2 1.45612e-05 7.96701e-07 940 1.13016e-05 7.41158e-07
546000 115904 98467 0 34595 910 3 1.44815e-05 8.04539e-07 890 1.12602e-05 7.49104e-07
548000 115501 98329 0 34998 944 3 1.43967e-05 8.09017e-07 921 1.12031e-05 7.53042e-07
550000 115106 98202 0 35393 999 2 1.43164e-05 8.06246e-07 959 1.11534e-05 7.50602e-07
552000 114732 98086 0 35767 972 2 1.42353e-05 8.04024e-07 925 1.11048e-05 7.4847e-07
554000 114327 98009 0 36172 1149 3 1.41557e-05 8.00947e-07 1105 1.10676e-05 7.45545e-07
556000 113943 97928 0 36556 1042 4 1.40826e-05 7.9622e-07 1013 1.10338e-05 7.40714e-07
558000 113519 97862 0 36980 951 2 1.40005e-05 7.91981e-07 925 1.10056e-05 7.36723e-07
560000 121827 97773 0 37403 1025 3 1.50229e-05 7.87141e-07 982 1.09824e-05 7.31992e-07
562000 121419 97707 0 37811 927 2 1.49778e-05 7.8741e-07 891 1.09622e-05 7.31418e-07
564000 120998 97670 0 38232 991 2 1.49287e-05 7.85959e-07 965 1.0947e-05 7.30128e-07
566000 120575 97755 0 38655 970 2 1.48853e-05 7.83089e-07 923 1.09607e-05 7.27979e-07
568000 120168 97813 0 39062 1002 3 1.48474e-05 7.8142e-07 953 1.09658e-05 7.26536e-07
570000 119712 97949 0 39518 956 3 1.47956e-05 7.79212e-07 920 1.09906e-05 7.24223e-07
572000 119309 98241 0 39921 953 2 1.47609e-05 7.75779e-07 916 1.10527e-05 7.20658e-07
574000 118903 98924 0 40327 939 2 1.47099e-05 7.82963e-07 905 1.11711e-05 7.27265e-07
576000 118494 99779 0 40736 1008 3 1.46523e-05 7.88911e-07 978 1.13135e-05 7.33439e-07
578000 118088 99737 0 41142 993 2 1.45945e-05 7.95071e-07 948 1.12904e-05 7.39614e-07
580000 117643 99534 0 41587 947 2 1.45152e-05 8.00386e-07 905 1.12318e-05 7.44346e-07
582000 117214 99371 0 42016 1006 2 1.44397e-05 7.98506e-07 968 1.11831e-05 7.42524e-07
584000 116802 99234 0 42428 1017 2 1.43695e-05 7.95926e-07 975 1.11473e-05 7.40236e-07
586000 116391 99117 0 42839 999 2 1.42978e-05 7.94739e-07 963 1.1106e-05 7.38785e-07
588000 115975 98971 0 43255 1043 2 1.42293e-05 7.91542e-07 1017 1.10582e-05 7.3596e-07
590000 115537 98884 0 43693 1083 2 1.41505e-05 7.89896e-07 1035 1.10271e-05 7.3466e-07
592000 115107 98813 0 44123 1103 2 1.40861e-05 7.82594e-07 1063 1.10121e-05 7.27736e-07
594000 122928 98680 0 44594 902 3 1.50619e-05 7.77035e-07 862 1.09873e-05 7.22295e-07
596000 122487 98645 0 45035 1021 2 1.50123e-05 7.77281e-07 963 1.09768e-05 7.2322e-07
598000 122049 98594 0 45473 1088 2 1.49737e-05 7.74868e-07 1043 1.09747e-05 7.20814e-07
600000 121603 98604 0 45919 1004 3 1.49282e-05 7.7208e-07 967 1.09784e-05 7.17549e-07
602000 121196 98680 0 46326 1096 2 1.48922e-05 7.71434e-07 1055 1.09945e-05 7.17597e-07
604000 120731 98901 0 46791 1138 2 1.48388e-05 7.72077e-07 1094 1.1032e-05 7.18592e-07
606000 120295 99422 0 47227 1021 3 1.47939e-05 7.72435e-07 996 1.11305e-05 7.19003e-07
608000 119852 100275 0 47670 978 2 1.47369e-05 7.7763e-07 922 1.12818e-05 7.25019e-07
610000 119410 100509 0 48112 1139 2 1.46728e-05 7.84145e-07 1097 1.13148e-05 7.32072e-07
612000 118984 100292 0 48538 1117 2 1.45965e-05 7.89286e-07 1084 1.12524e-05 7.36901e-07
614000 118539 100128 0 48983 1046 3 1.45185e-05 7.90532e-07 1003 1.12064e-05 7.38549e-07
616000 118088 99946 0 49434 1122 3 1.44395e-05 7.90171e-07 1094 1.11528e-05 7.3865e-07
618000 117649 99792 0 49873 1189 2 1.43654e-05 7.85148e-07 1147 1.11135e-05 7.33945e-07
620000 117174 99612 0 50348 1151 2 1.42756e-05 7.8478e-07 1095 1.10609e-05 7.33324e-07
622000 116711 99384 0 50811 1115 2 1.42005e-05 7.81991e-07 1061 1.1017e-05 7.30342e-07
624000 116235 99232 0 51287 1043 3 1.41235e-05 7.76654e-07 987 1.09839e-05 7.25033e-07
626000 124472 99119 0 51770 1121 2 1.51512e-05 7.74244e-07 1073 1.09629e-05 7.22562e-07
628000 123971 98989 0 52271 1019 3 1.50949e-05 7.71782e-07 971 1.09443e-05 7.19721e-07
630000 123484 98919 0 52758 1090 3 1.50419e-05 7.71266e-07 1049 1.0935e-05 7.19186e-07
632000 122985 98870 0 53257 1127 2 1.49905e-05 7.67121e-07 1075 1.09315e-05 7.14912e-07
634000 122519 98885 0 53723 1032 2 1.49441e-05 7.65937e-07 986 1.09414e-05 7.13774e-07
636000 122030 99014 0 54212 1102 2 1.49018e-05 7.63547e-07 1047 1.09746e-05 7.11657e-07
638000 121529 99406 0 54713 1095 3 1.48468e-05 7.63565e-07 1039 1.10539e-05 7.12478e-07
640000 121071 100036 0 55171 1048 3 1.47955e-05 7.66731e-07 1024 1.11731e-05 7.15916e-07
642000 120600 100689 0 55642 1104 2 1.47305e-05 7.72285e-07 1056 1.12776e-05 7.21865e-07
644000 120119 100558 0 56123 1021 2 1.46554e-05 7.79852e-07 982 1.12357e-05 7.29518e-07
646000 119662 100345 0 56580 1062 3 1.45763e-05 7.84537e-07 1013 1.11784e-05 7.34089e-07
648000 119233 100185 0 57009 1109 3 1.4499e-05 7.85961e-07 1065 1.11264e-05 7.35479e-07
650000 118771 100006 0 57471 1049 2 1.4422e-05 7.85258e-07 1017 1.10756e-05 7.35111e-07
652000 118291 99856 0 57951 1221 2 1.43445e-05 7.86604e-07 1171 1.1033e-05 7.36455e-07
654000 117813 99707 0 58429 1115 2 1.42668e-05 7.83886e-07 1087 1.10004e-05 7.33505e-07
656000 117303 99605 0 58939 1079 3 1.41836e-05 7.80687e-07 1039 1.09755e-05 7.30689e-07
658000 116806 99498 0 59436 1116 2 1.41082e-05 7.76592e-07 1078 1.09486e-05 7.26777e-07
660000 125105 99405 0 59918 1158 3 1.51615e-05 7.73991e-07 1112 1.09369e-05 7.23532e-07
662000 124603 99305 0 60420 934 3 1.51098e-05 7.69873e-07 894 1.09211e-05 7.18551e-07
664000 124081 99254 0 60942 1130 2 1.50572e-05 7.68238e-07 1096 1.09164e-05 7.1675e-07
666000 123575 99279 0 61448 1073 3 1.50054e-05 7.64562e-07 1029 1.09274e-05 7.1254e-07
668000 123083 99406 0 61940 1066 3 1.49549e-05 7.68958e-07 1016 1.09519e-05 7.16652e-07
670000 122611 99671 0 62412 1085 3 1.49157e-05 7.68499e-07 1051 1.10139e-05 7.16325e-07
672000 122129 100242 0 62894 1038 3 1.48668e-05 7.7073e-07 1004 1.11264e-05 7.18835e-07
674000 121667 101149 0 63356 1086 2 1.48143e-05 7.7142e-07 1039 1.12866e-05 7.20292e-07
676000 121168 101090 0 63855 1134 3 1.47371e-05 7.78869e-07 1105 1.12633e-05 7.27865e-07
678000 120629 100901 0 64394 1258 2 1.46367e-05 7.8468e-07 1214 1.12054e-05 7.33192e-07
680000 120123 100739 0 64900 1133 3 1.45449e-05 7.87227e-07 1107 1.11542e-05 7.36351e-07
682000 119616 100561 0 65407 1180 3 1.44545e-05 7.85071e-07 1146 1.11061e-05 7.34184e-07
684000 119152 100408 0 65871 1063 2 1.43891e-05 7.81369e-07 1038 1.10781e-05 7.30265e-07
686000 118663 100244 0 66360 1105 3 1.43122e-05 7.81136e-07 1068 1.10435e-05 7.2963e-07
688000 118180 100079 0 66843 1040 3 1.42405e-05 7.80277e-07 1007 1.10157e-05 7.2893e-07
690000 117691 99933 0 67332 1108 3 1.4165e-05 7.7752e-07 1062 1.09842e-05 7.26002e-07
692000 125707 99794 0 67788 1052 2 1.51684e-05 7.71436e-07 1002 1.09524e-05 7.20292e-07
694000 125224 99761 0 68271 1098 2 1.51228e-05 7.67567e-07 1057 1.09499e-05 7.16363e-07
696000 124731 99726 0 68764 1083 2 1.50792e-05 7.64609e-07 1041 1.09472e-05 7.13281e-07
698000 124195 99701 0 69300 1125 2 1.50319e-05 7.6288e-07 1083 1.09545e-05 7.11645e-07
700000 123687 99762 0 69808 1048 3 1.49804e-05 7.62714e-07 1013 1.097e-05 7.11523e-07
702000 123218 99991 0 70277 1057 3 1.49362e-05 7.62208e-07 1021 1.1021e-05 7.10682e-07
704000 122726 100452 0 70769 1120 3 1.4882e-05 7.65916e-07 1074 1.11121e-05 7.14509e-07
706000 122244 101241 0 71251 1100 3 1.48259e-05 7.68497e-07 1041 1.12474e-05 7.17693e-07
708000 121758 101583 0 71737 1148 2 1.47549e-05 7.77262e-07 1098 1.12944e-05 7.26659e-07
710000 121282 101380 0 72213 1100 2 1.46709e-05 7.85282e-07 1029 1.12361e-05 7.3489e-07
712000 120807 101159 0 72688 1153 2 1.4585e-05 7.85091e-07 1109 1.11767e-05 7.34708e-07
714000 120328 100967 0 73167 999 3 1.45059e-05 7.8477e-07 957 1.11232e-05 7.34336e-07
716000 119816 100805 0 73679 1055 3 1.44218e-05 7.83575e-07 1027 1.10819e-05 7.33001e-07
718000 119320 100582 0 74175 997 3 1.43502e-05 7.82642e-07 962 1.10358e-05 7.32005e-07
720000 118824 100422 0 74671 1014 2 1.42785e-05 7.81473e-07 978 1.10024e-05 7.31124e-07
722000 118311 100220 0 75184 1050 3 1.4202e-05 7.78059e-07 1020 1.09669e-05 7.27484e-07
724000 126575 100026 0 75717 1036 2 1.52261e-05 7.73133e-07 983 1.09378e-05 7.22323e-07
726000 126072 99907 0 76220 1080 2 1.51818e-05 7.70062e-07 1030 1.09238e-05 7.19208e-07
728000 125561 99812 0 76731 995 2 1.51318e-05 7.68111e-07 937 1.09158e-05 7.16673e-07
730000 125037 99747 0 77255 1016 2 1.50801e-05 7.66237e-07 978 1.09187e-05 7.15057e-07
732000 124523 99756 0 77769 1072 3 1.5028e-05 7.64663e-07 1022 1.09394e-05 7.14016e-07
734000 124010 99865 0 78282 1022 2 1.49818e-05 7.62956e-07 986 1.09705e-05 7.12225e-07
736000 123505 100202 0 78787 1036 2 1.49284e-05 7.6425e-07 1005 1.10423e-05 7.13023e-07
738000 123017 100830 0 79275 1079 2 1.48671e-05 7.67792e-07 1026 1.115e-05 7.16816e-07
740000 122523 101565 0 79769 1122 2 1.4807e-05 7.68603e-07 1076 1.12795e-05 7.18012e-07
742000 122010 101378 0 80282 1045 2 1.47257e-05 7.76528e-07 997 1.12308e-05 7.26271e-07
744000 121548 101202 0 80744 1109 2 1.46488e-05 7.78609e-07 1055 1.11812e-05 7.28955e-07
746000 121054 100999 0 81238 1077 3 1.45735e-05 7.79163e-07 1044 1.11306e-05 7.29584e-07
748000 120546 100799 0 81746 974 3 1.44877e-05 7.82552e-07 935 1.10849e-05 7.32852e-07
750000 120060 100590 0 82232 1043 3 1.44155e-05 7.81132e-07 1016 1.10406e-05 7.31529e-07
752000 119556 100372 0 82736 1002 2 1.4335e-05 7.74619e-07 948 1.10054e-05 7.24955e-07
754000 119050 100258 0 83242 1065 2 1.42584e-05 7.75548e-07 1036 1.09812e-05 7.25472e-07
756000 118565 100102 0 83727 1069 2 1.41939e-05 7.7498e-07 1031 1.09563e-05 7.24627e-07
758000 127182 99979 0 84247 1103 3 1.52805e-05 7.74529e-07 1047 1.09365e-05 7.2392e-07
760000 126673 99869 0 84756 1048 3 1.52365e-05 7.68593e-07 1014 1.09229e-05 7.17793e-07
762000 126174 99843 0 85255 1050 3 1.51912e-05 7.70333e-07 1017 1.09243e-05 7.19521e-07
764000 125642 99806 0 85787 1099 2 1.51422e-05 7.71488e-07 1057 1.09274e-05 7.20369e-07
766000 125155 99897 0 86274 1060 3 1.51044e-05 7.68258e-07 1026 1.09501e-05 7.167e-07
768000 124636 100145 0 86793 995 2 1.50566e-05 7.6689e-07 959 1.10012e-05 7.15314e-07
770000 124112 100726 0 87317 1077 2 1.49992e-05 7.67979e-07 1033 1.11141e-05 7.169e-07
772000 123614 101625 0 87815 1056 2 1.4941e-05 7.74047e-07 1033 1.12814e-05 7.2275e-07
774000 123085 101574 0 88344 1059 3 1.48752e-05 7.74757e-07 1008 1.12729e-05 7.23825e-07
776000 122556 101358 0 88873 1041 3 1.4783e-05 7.8425e-07 1009 1.12158e-05 7.33661e-07
778000 122072 101175 0 89357 1216 2 1.47022e-05 7.85745e-07 1179 1.11624e-05 7.35662e-07
780000 121541 100977 0 89888 1145 2 1.4626e-05 7.81421e-07 1096 1.1119e-05 7.31509e-07
782000 121001 100813 0 90428 1131 3 1.45459e-05 7.80417e-07 1095 1.10822e-05 7.30632e-07
784000 120500 100639 0 90929 1164 2 1.44731e-05 7.75092e-07 1124 1.10518e-05 7.25076e-07
786000 120003 100496 0 91426 1171 3 1.43993e-05 7.76022e-07 1132 1.10232e-05 7.25801e-07
788000 119434 100336 0 91995 1132 3 1.43169e-05 7.73555e-07 1096 1.09946e-05 7.23567e-07
790000 127743 100250 0 92532 1034 3 1.53601e-05 7.7147e-07 978 1.09807e-05 7.21664e-07
792000 127209 100149 0 93066 1111 2 1.5315e-05 7.69512e-07 1063 1.09628e-05 7.19025e-07
794000 126640 100104 0 93635 1135 2 1.52586e-05 7.67319e-07 1085 1.09598e-05 7.16381e-07
796000 126105 100141 0 94170 1088 3 1.52124e-05 7.65614e-07 1028 1.09725e-05 7.14829e-07
798000 125570 100217 0 94705 1036 3 1.51618e-05 7.66258e-07 990 1.0991e-05 7.14908e-07
800000 125056 100446 0 95219 1086 2 1.51155e-05 7.67597e-07 1020 1.10377e-05 7.16702e-07
802000 124550 100957 0 95725 1074 3 1.50709e-05 7.68302e-07 1032 1.11399e-05 7.17689e-07
804000 124047 101717 0 96228 1095 2 1.50187e-05 7.7523e-07 1048 1.12813e-05 7.25048e-07
806000 123527 102187 0 96748 1001 2 1.49506e-05 7.79555e-07 961 1.13538e-05 7.29558e-07
808000 123030 101968 0 97245 1088 2 1.48729e-05 7.88728e-07 1051 1.12987e-05 7.38382e-07
810000 122472 101770 0 97803 1158 3 1.4773e-05 7.93175e-07 1114 1.12377e-05 7.42672e-07
812000 121944 101595 0 98331 1144 3 1.46816e-05 7.9338e-07 1114 1.11868e-05 7.43288e-07
814000 121392 101463 0 98883 1170 2 1.45888e-05 7.89845e-07 1122 1.11535e-05 7.39856e-07
816000 120869 101293 0 99406 1136 2 1.45067e-05 7.86776e-07 1102 1.11142e-05 7.36707e-07
818000 120336 101087 0 99939 1150 3 1.44199e-05 7.82151e-07 1115 1.10661e-05 7.31539e-07
820000 119794 100942 0 100481 1085 2 1.43361e-05 7.77683e-07 1055 1.10412e-05 7.27362e-07
822000 128125 100815 0 101006 1133 3 1.53698e-05 7.72471e-07 1087 1.10213e-05 7.22784e-07
824000 127617 100735 0 101514 1137 3 1.53165e-05 7.70997e-07 1090 1.10152e-05 7.20413e-07
826000 127089 100631 0 102042 1059 3 1.52688e-05 7.68414e-07 1007 1.10046e-05 7.17188e-07
828000 126540 100574 0 102591 1096 3 1.52158e-05 7.68966e-07 1048 1.10123e-05 7.17234e-07
830000 125981 100618 0 103150 972 2 1.51552e-05 7.70003e-07 936 1.1027e-05 7.18787e-07
832000 125458 100696 0 103673 1042 3 1.51064e-05 7.66384e-07 996 1.10617e-05 7.14969e-07
834000 124936 101034 0 104195 1062 3 1.50561e-05 7.64697e-07 1016 1.11342e-05 7.14069e-07
836000 124387 101708 0 104744 978 3 1.50025e-05 7.63895e-07 930 1.1268e-05 7.13651e-07
838000 123863 102497 0 105268 1149 2 1.49349e-05 7.70297e-07 1101 1.14051e-05 7.20886e-07
840000 123343 102351 0 105788 1170 2 1.48492e-05 7.77704e-07 1126 1.13611e-05 7.28625e-07
842000 122821 102142 0 106310 1112 2 1.47568e-05 7.84775e-07 1078 1.13014e-05 7.35609e-07
844000 122297 101895 0 106834 1073 2 1.46723e-05 7.83907e-07 1021 1.12428e-05 7.34919e-07
846000 121787 101720 0 107344 1113 3 1.45933e-05 7.82875e-07 1075 1.12051e-05 7.33579e-07
848000 121249 101537 0 107882 1109 4 1.4516e-05 7.79452e-07 1059 1.11627e-05 7.30028e-07
850000 120759 101345 0 108372 1092 2 1.44505e-05 7.76245e-07 1054 1.11248e-05 7.27254e-07
852000 120275 101173 0 108856 1183 3 1.43828e-05 7.72742e-07 1131 1.10861e-05 7.23843e-07
854000 119777 101013 0 109354 1101 3 1.43184e-05 7.66796e-07 1031 1.10548e-05 7.17523e-07
856000 128062 100879 0 109880 1120 3 1.53802e-05 7.63062e-07 1064 1.10359e-05 7.13638e-07
858000 127560 100797 0 110382 1175 3 1.53411e-05 7.6234e-07 1110 1.10275e-05 7.12709e-07
860000 127056 100768 0 110886 1099 3 1.53063e-05 7.58938e-07 1047 1.10348e-05 7.09012e-07
862000 126535 100748 0 111407 1047 2 1.52667e-05 7.59563e-07 1000 1.10465e-05 7.09336e-07
864000 125996 100854 0 111946 1137 2 1.52237e-05 7.62115e-07 1082 1.10772e-05 7.12072e-07
866000 125467 101101 0 112475 1054 2 1.51782e-05 7.60234e-07 1005 1.11309e-05 7.10526e-07
868000 124946 101625 0 112996 1061 2 1.51285e-05 7.6093e-07 1019 1.1231e-05 7.11132e-07
870000 124423 102525 0 113519 1084 4 1.50671e-05 7.65436e-07 1024 1.13905e-05 7.15979e-07
872000 123915 102573 0 114027 1036 3 1.50012e-05 7.69883e-07 1010 1.13863e-05 7.21094e-07
874000 123382 102352 0 114560 1167 3 1.49119e-05 7.75385e-07 1113 1.13259e-05 7.26797e-07
876000 122871 102182 0 115071 1202 2 1.48296e-05 7.79565e-07 1162 1.12805e-05 7.31166e-07
878000 122345 101982 0 115597 1096 3 1.47421e-05 7.77512e-07 1071 1.12279e-05 7.29155e-07
880000 121821 101804 0 116121 1195 2 1.46604e-05 7.76169e-07 1151 1.11853e-05 7.27492e-07
882000 121275 101622 0 116667 1215 3 1.4572e-05 7.75552e-07 1168 1.11406e-05 7.27142e-07
884000 120717 101394 0 117225 1183 2 1.44857e-05 7.69768e-07 1141 1.10993e-05 7.20805e-07
886000 120161 101212 0 117781 1159 3 1.43953e-05 7.69947e-07 1115 1.10605e-05 7.20746e-07
888000 128753 101076 0 118323 1129 3 1.54614e-05 7.67517e-07 1081 1.10341e-05 7.18542e-07
890000 128205 100966 0 118871 1052 3 1.54117e-05 7.64722e-07 1015 1.1024e-05 7.15589e-07
892000 127660 100915 0 119416 1149 3 1.53631e-05 7.62348e-07 1094 1.1026e-05 7.12933e-07
894000 127130 100918 0 119946 1079 4 1.5315e-05 7.62406e-07 1029 1.1035e-05 7.12909e-07
896000 126603 100968 0 120473 1200 3 1.52692e-05 7.60222e-07 1161 1.10624e-05 7.10901e-07
898000 126072 101130 0 121004 1127 2 1.52114e-05 7.64273e-07 1068 1.11006e-05 7.14831e-07
900000 125552 101548 0 121524 1141 3 1.5165e-05 7.61004e-07 1093 1.11908e-05 7.11489e-07
902000 124981 102254 0 122095 1117 3 1.50929e-05 7.63176e-07 1073 1.1332e-05 7.14502e-07
904000 124458 102846 0 122618 1125 3 1.5018e-05 7.69314e-07 1093 1.14336e-05 7.20826e-07
906000 123929 102628 0 123147 1216 3 1.49355e-05 7.75716e-07 1175 1.13863e-05 7.26596e-07
908000 123381 102426 0 123695 1167 3 1.48447e-05 7.78786e-07 1121 1.13267e-05 7.29554e-07
910000 122835 102204 0 124241 1169 3 1.47532e-05 7.78667e-07 1123 1.12687e-05 7.29312e-07
912000 122333 101987 0 124743 1241 3 1.46825e-05 7.7644e-07 1182 1.12241e-05 7.26942e-07
914000 121818 101738 0 125258 1277 4 1.46021e-05 7.77552e-07 1230 1.11706e-05 7.27909e-07
916000 121280 101572 0 125796 1206 2 1.45198e-05 7.71066e-07 1165 1.11395e-05 7.21729e-07
918000 120772 101440 0 126304 1098 3 1.44456e-05 7.70013e-07 1056 1.112e-05 7.20297e-07
920000 128705 101293 0 126845 1205 3 1.54435e-05 7.65373e-07 1146 1.11074e-05 7.15352e-07
922000 128183 101190 0 127367 1172 2 1.54038e-05 7.61808e-07 1118 1.11032e-05 7.11727e-07
924000 127685 101129 0 127865 1093 2 1.53639e-05 7.61249e-07 1057 1.11031e-05 7.10287e-07
926000 127165 101106 0 128385 1145 3 1.53276e-05 7.61318e-07 1072 1.11076e-05 7.10575e-07
928000 126650 101159 0 128900 1199 3 1.52838e-05 7.59916e-07 1153 1.1125e-05 7.09417e-07
930000 126103 101292 0 129447 1029 3 1.52363e-05 7.61183e-07 997 1.11634e-05 7.10869e-07
932000 125570 101684 0 129980 1182 3 1.51921e-05 7.61775e-07 1138 1.12438e-05 7.12168e-07
934000 125043 102385 0 130507 1135 3 1.51399e-05 7.61322e-07 1104 1.13705e-05 7.11938e-07
936000 124498 103156 0 131052 1171 3 1.50747e-05 7.67829e-07 1123 1.15091e-05 7.18505e-07
938000 123988 103039 0 131562 1118 3 1.49946e-05 7.73858e-07 1080 1.14712e-05 7.25036e-07
940000 123462 102794 0 132088 1178 3 1.49099e-05 7.79833e-07 1137 1.14107e-05 7.31183e-07
942000 122906 102513 0 132644 1180 2 1.48149e-05 7.82593e-07 1129 1.1343e-05 7.33838e-07
944000 122422 102329 0 133128 1216 2 1.47443e-05 7.80045e-07 1184 1.13003e-05 7.31146e-07
946000 121876 102170 0 133674 1214 3 1.46597e-05 7.78424e-07 1184 1.12622e-05 7.29304e-07
948000 121350 102025 0 134200 1164 2 1.45791e-05 7.75931e-07 1118 1.12309e-05 7.2686e-07
950000 120813 101826 0 134737 1242 3 1.44994e-05 7.73277e-07 1201 1.11916e-05 7.23759e-07
952000 120290 101650 0 135260 1184 3 1.44237e-05 7.72261e-07 1140 1.11632e-05 7.22152e-07
954000 128881 101531 0 135752 1221 3 1.55154e-05 7.71871e-07 1173 1.11475e-05 7.21333e-07
956000 128348 101426 0 136285 1172 3 1.54712e-05 7.69656e-07 1142 1.11384e-05 7.18823e-07
958000 127812 101329 0 136821 1121 3 1.54274e-05 7.65445e-07 1083 1.11294e-05 7.14274e-07
960000 127274 101274 0 137359 1240 2 1.53797e-05 7.62212e-07 1187 1.11325e-05 7.10955e-07
962000 126708 101323 0 137925 1123 3 1.53239e-05 7.64898e-07 1073 1.11529e-05 7.13647e-07
964000 126160 101557 0 138473 1208 3 1.52753e-05 7.61628e-07 1153 1.12104e-05 7.10434e-07
966000 125624 102038 0 139009 1068 2 1.52164e-05 7.63344e-07 1033 1.13135e-05 7.11902e-07
968000 125063 102866 0 139570 1232 3 1.51511e-05 7.67445e-07 1172 1.14705e-05 7.16843e-07
970000 124505 102971 0 140128 1142 3 1.50678e-05 7.74252e-07 1099 1.14758e-05 7.24072e-07
972000 123968 102775 0 140665 1129 3 1.49807e-05 7.80298e-07 1103 1.14217e-05 7.30131e-07
974000 123442 102536 0 141191 1240 3 1.48891e-05 7.84153e-07 1205 1.13548e-05 7.34029e-07
976000 122883 102352 0 141750 1227 3 1.47971e-05 7.82802e-07 1173 1.13053e-05 7.33033e-07
978000 122381 102196 0 142252 1311 2 1.47233e-05 7.78598e-07 1255 1.12659e-05 7.29046e-07
980000 121881 102003 0 142752 1208 2 1.46493e-05 7.76774e-07 1170 1.12234e-05 7.26748e-07
982000 121380 101822 0 143253 1151 3 1.45784e-05 7.74242e-07 1105 1.11876e-05 7.23905e-07
984000 120847 101670 0 143786 1247 3 1.45008e-05 7.71206e-07 1210 1.11569e-05 7.20774e-07
986000 129181 101536 0 144314 1178 3 1.55476e-05 7.64895e-07 1130 1.11388e-05 7.14636e-07
988000 128672 101442 0 144823 1171 2 1.55053e-05 7.64804e-07 1123 1.11294e-05 7.1413e-07
990000 128152 101306 0 145343 1111 2 1.54572e-05 7.64833e-07 1072 1.11127e-05 7.13589e-07
992000 127618 101313 0 145877 1098 3 1.54114e-05 7.6256e-07 1054 1.11287e-05 7.11167e-07
994000 127083 101353 0 146412 1003 2 1.53711e-05 7.60495e-07 967 1.11459e-05 7.08678e-07
996000 126563 101527 0 146932 1094 3 1.53301e-05 7.58769e-07 1042 1.11872e-05 7.06629e-07
998000 126048 101927 0 147447 1164 2 1.52857e-05 7.61736e-07 1121 1.12661e-05 7.10629e-07
1000000 125524 102653 0 147971 1140 3 1.52291e-05 7.6617e-07 1099 1.13956e-05 7.15201e-07
